iteracija,u1,u2,vrijednost
408,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
409,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
410,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
411,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
412,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
413,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
414,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
415,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
416,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
417,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
418,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
419,504.95737876363694,315.97778912151085,-1.1185974371612476e+308
420,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
421,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
422,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
423,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
424,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
425,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
426,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
427,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
428,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
429,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
430,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
431,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
432,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
433,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
434,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
435,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
436,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
437,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
438,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
439,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
440,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
441,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
442,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
443,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
444,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
445,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
446,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
447,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
448,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
449,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
450,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
451,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
452,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
453,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
454,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
455,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
456,420.70867792660385,362.16102297190713,-1.3157810229047714e+308
