iteracija,u1,u2,u3,vrijednost
38,2.19729016028486,0.7586423898520857,24982.582932569123,-10417966.029891
39,2.19729016028486,0.7586423898520857,24982.582932569123,-10417966.029891
40,2.19729016028486,0.7586423898520857,24982.582932569123,-10417966.029891
41,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
42,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
43,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
44,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
45,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
46,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
47,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
48,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
49,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
50,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
51,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
52,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
53,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
54,2.885468985111856,0.2575735694617586,24966.344797151185,-10417969.263319
55,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
56,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
57,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
58,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
59,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
60,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
61,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
62,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
63,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
64,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
65,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
66,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
67,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
68,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
69,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
70,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
71,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
72,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
73,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
74,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
75,2.968128880042255,0.07207490073647357,25005.24051352133,-10417989.415629
76,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
